Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['Gustave Aimard'],[1818],[1883],['Gustave'],['Aimard'],['Public domain in the USA.'],['English'],['PQ'],45401,"['Western stories', 'Fiction']",['The Guide of the Desert'],us-ascii,45401,454/45401.txt,/sup_gut/45401.zip,1,2,True,../data/gutenberg-dammit-files/454/45401.txt,../data/gutenberg-dammit-files/454/45401_tagged.pickle,../data/gutenberg-dammit-files/454/45401_cw_df.pickle,1800
['Gustave Aimard'],[1818],[1883],['Gustave'],['Aimard'],['Public domain in the USA.'],['English'],['PQ'],45402,['Fiction'],['The Insurgent Chief'],us-ascii,45402,454/45402.txt,/sup_gut/45402.zip,1,1,True,../data/gutenberg-dammit-files/454/45402.txt,../data/gutenberg-dammit-files/454/45402_tagged.pickle,../data/gutenberg-dammit-files/454/45402_cw_df.pickle,1800
['Gustave Aimard'],[1818],[1883],['Gustave'],['Aimard'],['Public domain in the USA.'],['English'],['PQ'],45403,['Fiction'],['The Flying Horseman'],us-ascii,45403,454/45403.txt,/sup_gut/45403.zip,1,1,True,../data/gutenberg-dammit-files/454/45403.txt,../data/gutenberg-dammit-files/454/45403_tagged.pickle,../data/gutenberg-dammit-files/454/45403_cw_df.pickle,1800
['Dorothy Wayne'],[1884],[None],['Dorothy'],['Wayne'],['Public domain in the USA.'],['English'],['PZ'],45417,"['Women detectives -- Juvenile fiction', 'Women air pilots -- Juvenile fiction', 'New Canaan (Conn.) -- Juvenile fiction', 'Gangsters -- Juvenile fiction', 'Mystery and detective stories', 'Books -- Juvenile fiction']",['Dorothy Dixon Solves the Conway Case'],us-ascii,45417,454/45417.txt,/sup_gut/45417.zip,1,6,True,../data/gutenberg-dammit-files/454/45417.txt,../data/gutenberg-dammit-files/454/45417_tagged.pickle,../data/gutenberg-dammit-files/454/45417_cw_df.pickle,1800
['Stephen Crane'],[1871],[1900],['Stephen'],['Crane'],['Public domain in the USA.'],['English'],['PS'],45524,"['United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American']",['The Open Boat and Other Stories'],us-ascii,45524,455/45524.txt,/sup_gut/45524.zip,1,2,True,../data/gutenberg-dammit-files/455/45524.txt,../data/gutenberg-dammit-files/455/45524_tagged.pickle,../data/gutenberg-dammit-files/455/45524_cw_df.pickle,1800
['Roy J. (Roy Judson) Snell'],[1878],[1959],['Roy J. (Roy Judson)'],['Snell'],['Public domain in the USA.'],['English'],['PZ'],45557,"['Romanies -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Women detectives -- Juvenile fiction', 'Huron, Lake (Mich. and Ont.) -- Description and travel -- Juvenile fiction', 'Mystery and detective stories']",['Green Eyes'],us-ascii,45557,455/45557.txt,/sup_gut/45557.zip,1,5,True,../data/gutenberg-dammit-files/455/45557.txt,../data/gutenberg-dammit-files/455/45557_tagged.pickle,../data/gutenberg-dammit-files/455/45557_cw_df.pickle,1800
['G. A. (George Alfred) Henty'],[1832],[1902],['G. A. (George Alfred)'],['Henty'],['Public domain in the USA.'],['English'],['PZ'],45573,"['Courage -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Assassins -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Loyalty -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Kingdom of the Two Sicilies -- History -- 1848-1861 -- Juvenile fiction', 'Volunteers -- Juvenile fiction', 'Italy -- History -- 1849-1870 -- Juvenile fiction', 'Garibaldi, Giuseppe -- 1807-1882 -- Juvenile fiction', 'War -- Juvenile fiction']",['Out with Garibaldi: A story of the liberation of Italy'],us-ascii,45573,455/45573.txt,/sup_gut/45573.zip,1,11,True,../data/gutenberg-dammit-files/455/45573.txt,../data/gutenberg-dammit-files/455/45573_tagged.pickle,../data/gutenberg-dammit-files/455/45573_cw_df.pickle,1800
['G. A. (George Alfred) Henty'],[1832],[1902],['G. A. (George Alfred)'],['Henty'],['Public domain in the USA.'],['English'],['PZ'],45617,"['Conduct of life -- Juvenile fiction', 'Shooting -- Juvenile fiction', 'West (U.S.) -- Juvenile fiction', 'Cowboys -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Outdoor life -- Juvenile fiction']",['Redskin and Cow-Boy: A Tale of the Western Plains'],us-ascii,45617,456/45617.txt,/sup_gut/45617.zip,1,7,True,../data/gutenberg-dammit-files/456/45617.txt,../data/gutenberg-dammit-files/456/45617_tagged.pickle,../data/gutenberg-dammit-files/456/45617_cw_df.pickle,1800
['Edward L. (Edward Lytton) Wheeler'],[1854],[1885],['Edward L. (Edward Lytton)'],['Wheeler'],['Public domain in the USA.'],['English'],['PS'],45618,"['Western stories', 'Fiction']","['Deadwood Dick Jr. Branded; or, Red Rover at Powder Pocket.']",us-ascii,45618,456/45618.txt,/sup_gut/45618.zip,1,2,True,../data/gutenberg-dammit-files/456/45618.txt,../data/gutenberg-dammit-files/456/45618_tagged.pickle,../data/gutenberg-dammit-files/456/45618_cw_df.pickle,1800
['E. Phillips (Edward Phillips) Oppenheim'],[1866],[1946],['E. Phillips (Edward Phillips)'],['Oppenheim'],['Public domain in the USA.'],['English'],['PR'],45636,"['Fiction', 'Detective and mystery stories', 'Adventure stories']",['Stolen Idols'],us-ascii,45636,456/45636.txt,/sup_gut/45636.zip,1,3,True,../data/gutenberg-dammit-files/456/45636.txt,../data/gutenberg-dammit-files/456/45636_tagged.pickle,../data/gutenberg-dammit-files/456/45636_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],45651,"['Conduct of life -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Family -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Tithes -- Juvenile fiction']",['Mildred and Elsie'],us-ascii,45651,456/45651.txt,/sup_gut/45651.zip,1,8,True,../data/gutenberg-dammit-files/456/45651.txt,../data/gutenberg-dammit-files/456/45651_tagged.pickle,../data/gutenberg-dammit-files/456/45651_cw_df.pickle,1800
"['Arthur J. (Arthur John) Rees', 'John R. (John Reay) Watson']","[1872, 1872]","[1942, None]","['Arthur J. (Arthur John)', 'John R. (John Reay)']","['Rees', 'Watson']",['Public domain in the USA.'],['English'],['PR'],45658,"['England -- Fiction', 'Detective and mystery stories']",['The Mystery of the Downs'],us-ascii,45658,456/45658.txt,/sup_gut/45658.zip,2,2,True,../data/gutenberg-dammit-files/456/45658.txt,../data/gutenberg-dammit-files/456/45658_tagged.pickle,../data/gutenberg-dammit-files/456/45658_cw_df.pickle,1800
['Oliver Onions'],[1873],[1961],['Oliver'],['Onions'],['Public domain in the USA.'],['English'],['PR'],45682,"['Marriage -- Fiction', 'Women -- Social and moral questions -- Fiction', 'Man-woman relationships -- Fiction']",['Gray youth: The story of a very modern courtship and a very modern marriage'],us-ascii,45682,456/45682.txt,/sup_gut/45682.zip,1,3,True,../data/gutenberg-dammit-files/456/45682.txt,../data/gutenberg-dammit-files/456/45682_tagged.pickle,../data/gutenberg-dammit-files/456/45682_cw_df.pickle,1800
['John Henry Goldfrap'],[1879],[1917],['John Henry'],['Goldfrap'],['Public domain in the USA.'],['English'],['PZ'],45727,"['World War, 1914-1918 -- Juvenile fiction']",['The Boy Aviators with the Air Raiders: A Story of the Great World War'],us-ascii,45727,457/45727.txt,/sup_gut/45727.zip,1,1,True,../data/gutenberg-dammit-files/457/45727.txt,../data/gutenberg-dammit-files/457/45727_tagged.pickle,../data/gutenberg-dammit-files/457/45727_cw_df.pickle,1800
['Brand Whitlock'],[1869],[1934],['Brand'],['Whitlock'],['Public domain in the USA.'],['English'],['PS'],45728,"['Courtship -- Fiction', 'Middle West -- Fiction', 'United States -- Social life and customs -- Fiction', 'Betrothal -- Fiction']",['The Happy Average'],us-ascii,45728,457/45728.txt,/sup_gut/45728.zip,1,4,True,../data/gutenberg-dammit-files/457/45728.txt,../data/gutenberg-dammit-files/457/45728_tagged.pickle,../data/gutenberg-dammit-files/457/45728_cw_df.pickle,1800
['Stefan Zweig'],[1881],[1942],['Stefan'],['Zweig'],['Public domain in the USA.'],['English'],['PT'],45755,"['Psychological fiction', 'Jealousy -- Fiction', 'Austria -- Fiction', 'Sanatoriums -- Fiction']",['The Burning Secret'],us-ascii,45755,457/45755.txt,/sup_gut/45755.zip,1,4,True,../data/gutenberg-dammit-files/457/45755.txt,../data/gutenberg-dammit-files/457/45755_tagged.pickle,../data/gutenberg-dammit-files/457/45755_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],45804,"['Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Christian fiction', 'Families -- Juvenile fiction', 'Southern States -- Juvenile fiction']",['Elsie and Her Namesakes'],us-ascii,45804,458/45804.txt,/sup_gut/45804.zip,1,4,True,../data/gutenberg-dammit-files/458/45804.txt,../data/gutenberg-dammit-files/458/45804_tagged.pickle,../data/gutenberg-dammit-files/458/45804_cw_df.pickle,1800
['Alexandre Dumas'],[1802],[1870],['Alexandre'],['Dumas'],['Public domain in the USA.'],['English'],['PQ'],45822,"['France -- History -- Louis XVI, 1774-1793 -- Fiction', 'Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction', 'Cagliostro, Alessandro, conte di, 1743-1795 -- Fiction', 'Du Barry, Jeanne Bécu, comtesse, 1743-1793 -- Fiction']","['Balsamo, the Magician; or, The Memoirs of a Physician']",us-ascii,45822,458/45822.txt,/sup_gut/45822.zip,1,4,True,../data/gutenberg-dammit-files/458/45822.txt,../data/gutenberg-dammit-files/458/45822_tagged.pickle,../data/gutenberg-dammit-files/458/45822_cw_df.pickle,1800
['Reginald Wright Kauffman'],[1877],[1959],['Reginald Wright'],['Kauffman'],['Public domain in the USA.'],['English'],['PS'],45866,"['Lawyers -- Fiction', 'New York (N.Y.) -- Fiction', 'United States -- Social conditions -- 1865-1918 -- Fiction']","[""The Spider's Web""]",us-ascii,45866,458/45866.txt,/sup_gut/45866.zip,1,3,True,../data/gutenberg-dammit-files/458/45866.txt,../data/gutenberg-dammit-files/458/45866_tagged.pickle,../data/gutenberg-dammit-files/458/45866_cw_df.pickle,1800
['Mrs. Alex. McVeigh Miller'],[1850],[1937],[None],[None],['Public domain in the USA.'],['English'],['PS'],45872,['Fiction'],"['Pretty Geraldine, the New York Salesgirl; or, Wedded to Her Choice']",us-ascii,45872,458/45872.txt,/sup_gut/45872.zip,1,1,True,../data/gutenberg-dammit-files/458/45872.txt,../data/gutenberg-dammit-files/458/45872_tagged.pickle,../data/gutenberg-dammit-files/458/45872_cw_df.pickle,1800
['William Alexander Fraser'],[1859],[1933],['William Alexander'],['Fraser'],['Public domain in the USA.'],['English'],['PS'],45926,"['Adventure stories', 'Canadian-American Border Region -- Fiction']",['Bulldog Carney'],us-ascii,45926,459/45926.txt,/sup_gut/45926.zip,1,2,True,../data/gutenberg-dammit-files/459/45926.txt,../data/gutenberg-dammit-files/459/45926_tagged.pickle,../data/gutenberg-dammit-files/459/45926_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],45944,"['Christian life -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Yachts -- Juvenile fiction', 'Family -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction']",['Elsie Yachting with the Raymonds'],us-ascii,45944,459/45944.txt,/sup_gut/45944.zip,1,9,True,../data/gutenberg-dammit-files/459/45944.txt,../data/gutenberg-dammit-files/459/45944_tagged.pickle,../data/gutenberg-dammit-files/459/45944_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],45963,"['Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Physicians -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Children -- Death -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction']",['Mildred at Home: With Something About Her Relatives and Friends.'],us-ascii,45963,459/45963.txt,/sup_gut/45963.zip,1,8,True,../data/gutenberg-dammit-files/459/45963.txt,../data/gutenberg-dammit-files/459/45963_tagged.pickle,../data/gutenberg-dammit-files/459/45963_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],46010,"['Youth -- Conduct of life -- Juvenile fiction', 'Great Lakes (North America) -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Storms -- Great Lakes (North America) -- Juvenile fiction', 'Trust in God -- Juvenile fiction', 'United States -- Social life and customs -- 19th century -- Juvenile fiction']","[""Elsie's Journey on Inland Waters""]",us-ascii,46010,460/46010.txt,/sup_gut/46010.zip,1,11,True,../data/gutenberg-dammit-files/460/46010.txt,../data/gutenberg-dammit-files/460/46010_tagged.pickle,../data/gutenberg-dammit-files/460/46010_cw_df.pickle,1800
['H. Lee M. (Henry Lee Mitchell) Pike'],[1865],[None],['H. Lee M. (Henry Lee Mitchell)'],['Pike'],['Public domain in the USA.'],['English'],['PZ'],46043,['Children -- Panama -- Juvenile fiction'],"['Vasco, Our Little Panama Cousin']",us-ascii,46043,460/46043.txt,/sup_gut/46043.zip,1,1,True,../data/gutenberg-dammit-files/460/46043.txt,../data/gutenberg-dammit-files/460/46043_tagged.pickle,../data/gutenberg-dammit-files/460/46043_cw_df.pickle,1800
['Carroll Watson Rankin'],[1870],[None],['Carroll Watson'],['Rankin'],['Public domain in the USA.'],['English'],['PZ'],46059,"['Toddlers -- Care -- Juvenile fiction', 'Abandoned children -- Juvenile fiction', 'Humanitarianism -- Juvenile fiction']",['The Adopting of Rosa Marie\t(A Sequel to Dandelion Cottage)'],us-ascii,46059,460/46059.txt,/sup_gut/46059.zip,1,3,True,../data/gutenberg-dammit-files/460/46059.txt,../data/gutenberg-dammit-files/460/46059_tagged.pickle,../data/gutenberg-dammit-files/460/46059_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],46188,"['United States -- History -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Marriage -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Weddings -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Spanish-American War, 1898 -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Physicians -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'War -- Juvenile fiction']","[""Elsie's Young Folks in Peace and War""]",us-ascii,46188,461/46188.txt,/sup_gut/46188.zip,1,12,True,../data/gutenberg-dammit-files/461/46188.txt,../data/gutenberg-dammit-files/461/46188_tagged.pickle,../data/gutenberg-dammit-files/461/46188_cw_df.pickle,1800
['William Le Queux'],[1864],[1927],['William'],['Le Queux'],['Public domain in the USA.'],['English'],['PR'],46236,['Mystery fiction'],"['The Red Widow; or, The Death-Dealers of London']",us-ascii,46236,462/46236.txt,/sup_gut/46236.zip,1,1,True,../data/gutenberg-dammit-files/462/46236.txt,../data/gutenberg-dammit-files/462/46236_tagged.pickle,../data/gutenberg-dammit-files/462/46236_cw_df.pickle,1800
['Gustave Aimard'],[1818],[1883],['Gustave'],['Aimard'],['Public domain in the USA.'],['English'],['PQ'],46276,"['Western stories', 'California -- Fiction']",['The Treasure of Pearls: A Romance of Adventures in California'],us-ascii,46276,462/46276.txt,/sup_gut/46276.zip,1,2,True,../data/gutenberg-dammit-files/462/46276.txt,../data/gutenberg-dammit-files/462/46276_tagged.pickle,../data/gutenberg-dammit-files/462/46276_cw_df.pickle,1800
['F. S. (Frederick Sadleir) Brereton'],[1872],[None],['F. S. (Frederick Sadleir)'],['Brereton'],['Public domain in the USA.'],['English'],['PZ'],46313,"['Maratha War, 1803 -- Juvenile fiction']",['Jones of the 64th: A Tale of the Battles of Assaye and Laswaree'],us-ascii,46313,463/46313.txt,/sup_gut/46313.zip,1,1,True,../data/gutenberg-dammit-files/463/46313.txt,../data/gutenberg-dammit-files/463/46313_tagged.pickle,../data/gutenberg-dammit-files/463/46313_cw_df.pickle,1800
['G. Harvey (George Harvey) Ralphson'],[1879],[1940],['G. Harvey (George Harvey)'],['Ralphson'],['Public domain in the USA.'],['English'],['PZ'],46348,"['Vimy Ridge, Battle of, France, 1917 -- Juvenile fiction', 'Spy stories', 'World War, 1914-1918 -- Campaigns -- France -- Juvenile fiction', 'Canada. Canadian Army. Canadian Expeditionary Force -- Juvenile fiction']",['Over There with the Canadians at Vimy Ridge'],us-ascii,46348,463/46348.txt,/sup_gut/46348.zip,1,4,True,../data/gutenberg-dammit-files/463/46348.txt,../data/gutenberg-dammit-files/463/46348_tagged.pickle,../data/gutenberg-dammit-files/463/46348_cw_df.pickle,1800
['Carroll Watson Rankin'],[1870],[None],['Carroll Watson'],['Rankin'],['Public domain in the USA.'],['English'],['PZ'],46386,"['Indians of North America -- Juvenile fiction', 'Superior, Lake -- Juvenile fiction', 'Camping -- Juvenile fiction', 'Missing children -- Juvenile fiction', 'Girls -- Juvenile fiction']","[""The Castaways of Pete's Patch\t(A Sequel to The Adopting of Rosa Marie)""]",us-ascii,46386,463/46386.txt,/sup_gut/46386.zip,1,5,True,../data/gutenberg-dammit-files/463/46386.txt,../data/gutenberg-dammit-files/463/46386_tagged.pickle,../data/gutenberg-dammit-files/463/46386_cw_df.pickle,1800
['Mary Hazelton Blanchard Wade'],[1860],[1936],['Mary Hazelton Blanchard'],['Wade'],['Public domain in the USA.'],['English'],['PZ'],46484,"['Play -- Juvenile fiction', 'Amusements -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'National characteristics -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Eskimos -- Juvenile fiction', 'Family -- Juvenile fiction', 'Alaska -- Social life and customs -- Juvenile fiction']",['Our Little Eskimo Cousin'],us-ascii,46484,464/46484.txt,/sup_gut/46484.zip,1,8,True,../data/gutenberg-dammit-files/464/46484.txt,../data/gutenberg-dammit-files/464/46484_tagged.pickle,../data/gutenberg-dammit-files/464/46484_cw_df.pickle,1800
['Matilde Serao'],[1856],[1927],['Matilde'],['Serao'],['Public domain in the USA.'],['English'],['PQ'],46517,"['Rome (Italy) -- Fiction', 'Political fiction', 'Man-woman relationships -- Fiction', 'Italian fiction -- Translations into English']",['The conquest of Rome'],us-ascii,46517,465/46517.txt,/sup_gut/46517.zip,1,4,True,../data/gutenberg-dammit-files/465/46517.txt,../data/gutenberg-dammit-files/465/46517_tagged.pickle,../data/gutenberg-dammit-files/465/46517_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],46537,"['Christian life -- Juvenile fiction', 'Young women -- Conduct of life -- Juvenile fiction', 'United States -- Social life and customs -- 19th century -- Juvenile fiction']",['Mildred at Roselands\tA Sequel to Mildred Keith'],us-ascii,46537,465/46537.txt,/sup_gut/46537.zip,1,3,True,../data/gutenberg-dammit-files/465/46537.txt,../data/gutenberg-dammit-files/465/46537_tagged.pickle,../data/gutenberg-dammit-files/465/46537_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],46540,"['Voyages and travels -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Amusements -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Husband and wife -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Weddings -- Juvenile fiction', 'Winter -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Marriage -- Juvenile fiction']","[""Elsie's Winter Trip""]",us-ascii,46540,465/46540.txt,/sup_gut/46540.zip,1,11,True,../data/gutenberg-dammit-files/465/46540.txt,../data/gutenberg-dammit-files/465/46540_tagged.pickle,../data/gutenberg-dammit-files/465/46540_cw_df.pickle,1800
['Ian Hay'],[1876],[1952],['Ian'],['Hay'],['Public domain in the USA.'],['English'],['PR'],46549,"['World War, 1914-1918 -- Fiction']",['The Willing Horse: A Novel'],us-ascii,46549,465/46549.txt,/sup_gut/46549.zip,1,1,True,../data/gutenberg-dammit-files/465/46549.txt,../data/gutenberg-dammit-files/465/46549_tagged.pickle,../data/gutenberg-dammit-files/465/46549_cw_df.pickle,1800
['Charles Dickens'],[1812],[1870],['Charles'],['Dickens'],['Public domain in the USA.'],['English'],['PR'],46675,"['Kidnapping victims -- Fiction', 'Boys -- Fiction', 'Bildungsromans', 'Criminals -- Fiction', 'Orphans -- Fiction', 'London (England) -- Fiction']","[""Oliver Twist, Illustrated\tor, The Parish Boy's Progress""]",us-ascii,46675,466/46675.txt,/sup_gut/46675.zip,1,6,True,../data/gutenberg-dammit-files/466/46675.txt,../data/gutenberg-dammit-files/466/46675_tagged.pickle,../data/gutenberg-dammit-files/466/46675_cw_df.pickle,1800
['Charles MacFarlane'],[1799],[1858],['Charles'],['MacFarlane'],['Public domain in the USA.'],['English'],['PR'],46744,"['Great Britain -- History -- Medieval period, 1066-1485 -- Fiction']",['The Camp of Refuge: A Tale of the Conquest of the Isle of Ely'],us-ascii,46744,467/46744.txt,/sup_gut/46744.zip,1,1,True,../data/gutenberg-dammit-files/467/46744.txt,../data/gutenberg-dammit-files/467/46744_tagged.pickle,../data/gutenberg-dammit-files/467/46744_cw_df.pickle,1700
['Roy J. (Roy Judson) Snell'],[1878],[1959],['Roy J. (Roy Judson)'],['Snell'],['Public domain in the USA.'],['English'],['PZ'],46814,"['Mystery and detective stories', 'Airplanes -- Juvenile fiction', 'Romanies -- Juvenile fiction', 'Flight attendants -- Juvenile fiction']",['Gypsy Flight\tA Mystery Story for Girls'],us-ascii,46814,468/46814.txt,/sup_gut/46814.zip,1,4,True,../data/gutenberg-dammit-files/468/46814.txt,../data/gutenberg-dammit-files/468/46814_tagged.pickle,../data/gutenberg-dammit-files/468/46814_cw_df.pickle,1800
['G. A. (George Alfred) Henty'],[1832],[1902],['G. A. (George Alfred)'],['Henty'],['Public domain in the USA.'],['English'],['PZ'],47008,"['Merchants -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Adventure stories', 'Youth and death -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Sisters -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Beijing (China) -- History -- Siege, 1900 -- Juvenile fiction']",['With the Allies to Pekin: A Tale of the Relief of the Legations'],utf-8,47008,470/47008.txt,/sup_gut/47008.zip,1,11,True,../data/gutenberg-dammit-files/470/47008.txt,../data/gutenberg-dammit-files/470/47008_tagged.pickle,../data/gutenberg-dammit-files/470/47008_cw_df.pickle,1800
['Ruby Lorraine Radford'],[1891],[None],['Ruby Lorraine'],['Radford'],['Public domain in the USA.'],['English'],['PZ'],47307,"['Spies -- Juvenile fiction', 'World War, 1939-1945 -- Juvenile fiction', 'Nurses -- Juvenile fiction', 'United States. Army -- Military life -- Juvenile fiction', 'World War, 1939-1945 -- Participation, Female -- Juvenile fiction', 'United States. Army nurse corps -- Juvenile fiction', 'War stories']","['Nancy Dale, Army Nurse']",us-ascii,47307,473/47307.txt,/sup_gut/47307.zip,1,7,True,../data/gutenberg-dammit-files/473/47307.txt,../data/gutenberg-dammit-files/473/47307_tagged.pickle,../data/gutenberg-dammit-files/473/47307_cw_df.pickle,1800
['Charles Dickens'],[1812],[1870],['Charles'],['Dickens'],['Public domain in the USA.'],['English'],['PR'],47529,"['Criminals -- Fiction', 'Orphans -- Fiction', 'Bildungsromans', 'Boys -- Fiction', 'Kidnapping victims -- Fiction', 'London (England) -- Fiction']","['Oliver Twist, Vol. 1 (of 3)']",utf-8,47529,475/47529.txt,/sup_gut/47529.zip,1,6,True,../data/gutenberg-dammit-files/475/47529.txt,../data/gutenberg-dammit-files/475/47529_tagged.pickle,../data/gutenberg-dammit-files/475/47529_cw_df.pickle,1800
['Charles Dickens'],[1812],[1870],['Charles'],['Dickens'],['Public domain in the USA.'],['English'],['PR'],47530,"['Orphans -- Fiction', 'Criminals -- Fiction', 'Bildungsromans', 'London (England) -- Fiction', 'Boys -- Fiction', 'Kidnapping victims -- Fiction']","['Oliver Twist, Vol. 2 (of 3)']",utf-8,47530,475/47530.txt,/sup_gut/47530.zip,1,6,True,../data/gutenberg-dammit-files/475/47530.txt,../data/gutenberg-dammit-files/475/47530_tagged.pickle,../data/gutenberg-dammit-files/475/47530_cw_df.pickle,1800
['Charles Dickens'],[1812],[1870],['Charles'],['Dickens'],['Public domain in the USA.'],['English'],['PR'],47531,"['Orphans -- Fiction', 'Kidnapping victims -- Fiction', 'Bildungsromans', 'Boys -- Fiction', 'Criminals -- Fiction', 'London (England) -- Fiction']","['Oliver Twist, Vol. 3 (of 3)']",utf-8,47531,475/47531.txt,/sup_gut/47531.zip,1,6,True,../data/gutenberg-dammit-files/475/47531.txt,../data/gutenberg-dammit-files/475/47531_tagged.pickle,../data/gutenberg-dammit-files/475/47531_cw_df.pickle,1800
['Weymer Jay Mills'],[1880],[1938],['Weymer Jay'],['Mills'],['Public domain in the USA.'],['English'],['PS'],47702,"['Rowson, Mrs., 1762-1824 -- Fiction', 'Freneau, Philip Morin, 1752-1832 -- Fiction', 'Burr, Aaron, 1756-1836 -- Fiction']",['Through the Gates of Old Romance'],utf-8,47702,477/47702.txt,/sup_gut/47702.zip,1,3,True,../data/gutenberg-dammit-files/477/47702.txt,../data/gutenberg-dammit-files/477/47702_tagged.pickle,../data/gutenberg-dammit-files/477/47702_cw_df.pickle,1800
['Roy J. (Roy Judson) Snell'],[1878],[1959],['Roy J. (Roy Judson)'],['Snell'],['Public domain in the USA.'],['English'],['PZ'],47793,"['World War, 1939-1945 -- Aerial operations -- Juvenile fiction', 'War stories', 'World War, 1939-1945 -- Participation, Female -- Juvenile fiction']",['Sparky Ames of the Ferry Command'],utf-8,47793,477/47793.txt,/sup_gut/47793.zip,1,3,True,../data/gutenberg-dammit-files/477/47793.txt,../data/gutenberg-dammit-files/477/47793_tagged.pickle,../data/gutenberg-dammit-files/477/47793_cw_df.pickle,1800
['Dmitry Sergeyevich Merezhkovsky'],[1865],[1941],['Dmitry Sergeyevich'],['Merezhkovsky'],['Public domain in the USA.'],['English'],['PG'],47902,"['Artists -- Fiction', 'Leonardo, da Vinci, 1452-1519 -- Fiction', 'Biographical fiction', 'Italy -- Fiction']","['The Romance of Leonardo da Vinci, the Forerunner']",us-ascii,47902,479/47902.txt,/sup_gut/47902.zip,1,4,True,../data/gutenberg-dammit-files/479/47902.txt,../data/gutenberg-dammit-files/479/47902_tagged.pickle,../data/gutenberg-dammit-files/479/47902_cw_df.pickle,1800
